Position (mm),Force (N),Strain (%),Stress (N/mm�),Time (sec)
0.785,3930,3.14,200,47.3
0.786,3940,3.14,201,47.4
0.787,3940,3.15,201,47.4
0.788,3950,3.15,201,47.5
0.789,3960,3.16,202,47.5
0.79,3960,3.16,202,47.6
0.791,3970,3.16,202,47.7
0.792,3970,3.17,202,47.7
0.793,3980,3.17,203,47.8
0.794,3980,3.18,203,47.9
0.795,3990,3.18,203,47.9
0.796,4000,3.18,203,48
0.797,4000,3.19,204,48
0.798,4000,3.19,204,48.1
0.8,4010,3.2,204,48.2
0.801,4020,3.2,204,48.2
0.802,4020,3.21,205,48.3
0.803,4030,3.21,205,48.4
0.804,4030,3.22,205,48.4
0.805,4040,3.22,206,48.5
0.806,4040,3.22,206,48.5
0.807,4050,3.23,206,48.6
0.808,4060,3.23,207,48.7
0.809,4060,3.24,207,48.7
0.81,4060,3.24,207,48.8
0.811,4070,3.24,207,48.9
0.812,4070,3.25,207,48.9
0.813,4080,3.25,208,49
0.814,4090,3.26,208,49
0.815,4090,3.26,208,49.1
0.816,4100,3.26,209,49.2
0.817,4100,3.27,209,49.2
0.818,4100,3.27,209,49.3
0.819,4110,3.28,209,49.4
0.821,4120,3.28,210,49.4
0.821,4120,3.28,210,49.5
0.822,4130,3.29,210,49.5
0.823,4130,3.29,211,49.6
0.825,4140,3.3,211,49.7
0.826,4140,3.3,211,49.7
0.827,4150,3.31,211,49.8
0.828,4160,3.31,212,49.9
0.829,4160,3.32,212,49.9
0.83,4160,3.32,212,50
0.831,4170,3.32,212,50
0.832,4180,3.33,213,50.1
0.833,4180,3.33,213,50.2
0.834,4190,3.34,213,50.2
0.835,4200,3.34,214,50.3
0.836,4200,3.34,214,50.4
0.837,4200,3.35,214,50.4
0.838,4210,3.35,214,50.5
0.839,4220,3.36,215,50.5
0.84,4220,3.36,215,50.6
0.841,4230,3.36,215,50.7
0.842,4230,3.37,216,50.7
0.843,4240,3.37,216,50.8
0.844,4240,3.38,216,50.9
0.846,4250,3.38,216,50.9
0.847,4260,3.39,217,51
0.847,4260,3.39,217,51
0.848,4260,3.39,217,51.1
0.85,4270,3.4,217,51.2
0.851,4280,3.4,218,51.2
0.852,4280,3.41,218,51.3
0.853,4290,3.41,218,51.4
0.854,4290,3.42,219,51.4
0.855,4300,3.42,219,51.5
0.856,4300,3.42,219,51.5
0.857,4310,3.43,219,51.6
0.858,4320,3.43,220,51.7
0.859,4320,3.44,220,51.7
0.86,4330,3.44,220,51.8
0.861,4330,3.44,221,51.9
0.862,4340,3.45,221,51.9
0.863,4340,3.45,221,52
0.864,4350,3.46,222,52
0.865,4360,3.46,222,52.1
0.866,4360,3.46,222,52.2
0.867,4360,3.47,222,52.2
0.868,4370,3.47,223,52.3
0.87,4380,3.48,223,52.4
0.871,4380,3.48,223,52.4
0.871,4390,3.48,223,52.5
0.873,4390,3.49,224,52.5
0.873,4400,3.49,224,52.6
0.875,4400,3.5,224,52.7
0.876,4410,3.5,225,52.7
0.877,4420,3.51,225,52.8
0.878,4420,3.51,225,52.9
0.879,4430,3.52,226,52.9
0.88,4430,3.52,226,53
0.881,4440,3.52,226,53
0.882,4440,3.53,226,53.1
0.883,4450,3.53,227,53.2
0.884,4460,3.54,227,53.2
0.885,4460,3.54,227,53.3
0.886,4460,3.54,227,53.4
0.887,4470,3.55,228,53.4
0.888,4470,3.55,228,53.5
0.889,4480,3.56,228,53.5
0.89,4490,3.56,229,53.6
0.891,4490,3.56,229,53.7
0.892,4500,3.57,229,53.7
0.893,4500,3.57,229,53.8
0.894,4510,3.58,230,53.9
0.896,4510,3.58,230,53.9
0.897,4520,3.59,230,54
0.898,4520,3.59,230,54
0.898,4530,3.59,231,54.1
0.9,4540,3.6,231,54.2
0.901,4540,3.6,231,54.2
0.902,4550,3.61,232,54.3
0.903,4560,3.61,232,54.4
0.904,4560,3.62,232,54.4
0.905,4560,3.62,232,54.5
0.906,4570,3.62,233,54.5
0.907,4570,3.63,233,54.6
0.908,4580,3.63,233,54.7
0.909,4590,3.64,234,54.7
0.91,4590,3.64,234,54.8
0.911,4600,3.64,234,54.9
0.912,4600,3.65,234,54.9
0.913,4610,3.65,235,55
0.914,4610,3.66,235,55
0.915,4620,3.66,235,55.1
0.916,4630,3.66,236,55.2
0.917,4630,3.67,236,55.2
0.918,4640,3.67,236,55.3
0.919,4640,3.68,236,55.4
0.92,4640,3.68,237,55.4
0.922,4650,3.69,237,55.5
0.923,4660,3.69,237,55.5
0.923,4660,3.69,238,55.6
0.925,4670,3.7,238,55.7
0.926,4670,3.7,238,55.7
0.927,4680,3.71,238,55.8
0.928,4690,3.71,239,55.9
0.929,4690,3.72,239,55.9
0.93,4700,3.72,239,56
0.931,4700,3.72,239,56
0.932,4710,3.73,240,56.1
0.933,4710,3.73,240,56.2
0.934,4720,3.74,240,56.2
0.935,4720,3.74,241,56.3
0.936,4730,3.74,241,56.4
0.937,4730,3.75,241,56.4
0.938,4740,3.75,241,56.5
0.939,4750,3.76,242,56.5
0.94,4760,3.76,242,56.6
0.941,4760,3.76,242,56.7
0.942,4770,3.77,243,56.7
0.943,4770,3.77,243,56.8
0.944,4780,3.78,243,56.9
0.946,4780,3.78,243,56.9
0.947,4790,3.79,244,57
0.948,4790,3.79,244,57
0.949,4800,3.8,244,57.1
0.949,4800,3.8,245,57.2
0.951,4810,3.8,245,57.2
0.952,4810,3.81,245,57.3
0.953,4820,3.81,246,57.4
0.954,4830,3.82,246,57.4
0.955,4830,3.82,246,57.5
0.956,4840,3.82,246,57.5
0.957,4840,3.83,247,57.6
0.958,4850,3.83,247,57.7
0.959,4860,3.84,247,57.7
0.96,4860,3.84,248,57.8
0.961,4860,3.84,248,57.9
0.962,4870,3.85,248,57.9
0.963,4880,3.85,248,58
0.964,4880,3.86,249,58
0.965,4890,3.86,249,58.1
0.966,4900,3.86,249,58.2
0.967,4900,3.87,250,58.2
0.968,4900,3.87,250,58.3
0.969,4910,3.88,250,58.4
0.971,4920,3.88,250,58.4
0.972,4920,3.89,251,58.5
0.973,4930,3.89,251,58.5
0.974,4930,3.9,251,58.6
0.975,4940,3.9,252,58.7
0.976,4940,3.9,252,58.7
0.977,4950,3.91,252,58.8
0.978,4960,3.91,252,58.9
0.979,4960,3.92,253,58.9
0.98,4970,3.92,253,59
0.981,4970,3.92,253,59
0.982,4980,3.93,253,59.1
0.983,4980,3.93,254,59.2
0.984,4990,3.94,254,59.2
0.985,5000,3.94,254,59.3
0.986,5000,3.94,255,59.4
0.987,5010,3.95,255,59.4
0.988,5010,3.95,255,59.5
0.989,5020,3.96,255,59.5
0.99,5020,3.96,256,59.6
0.991,5030,3.96,256,59.7
0.992,5040,3.97,256,59.7
0.993,5040,3.97,257,59.8
0.994,5040,3.98,257,59.9
0.995,5050,3.98,257,59.9
0.997,5060,3.99,258,60
0.998,5060,3.99,258,60
0.999,5070,4,258,60.1
0.999,5070,4,258,60.2
1.001,5080,4,259,60.2
1.002,5080,4.01,259,60.3
1.003,5090,4.01,259,60.4
1.004,5100,4.02,260,60.4
1.005,5100,4.02,260,60.5
1.006,5110,4.02,260,60.5
1.007,5110,4.03,260,60.6
1.008,5120,4.03,261,60.7
1.009,5120,4.04,261,60.7
1.01,5130,4.04,261,60.8
1.011,5140,4.04,262,60.9
1.012,5140,4.05,262,60.9
1.013,5140,4.05,262,61
1.014,5150,4.06,262,61
1.015,5160,4.06,263,61.1
1.016,5160,4.06,263,61.2
1.017,5170,4.07,263,61.2
1.018,5180,4.07,264,61.3
1.019,5180,4.08,264,61.4
1.02,5190,4.08,264,61.4
1.022,5190,4.09,264,61.5
1.023,5200,4.09,265,61.5
1.024,5200,4.1,265,61.6
1.025,5210,4.1,265,61.7
1.026,5220,4.1,266,61.7
1.027,5220,4.11,266,61.8
1.028,5220,4.11,266,61.9
1.029,5230,4.12,267,61.9
1.03,5240,4.12,267,62
1.031,5240,4.12,267,62
1.032,5250,4.13,267,62.1
1.033,5260,4.13,268,62.2
1.034,5260,4.14,268,62.2
1.035,5270,4.14,268,62.3
1.036,5280,4.14,269,62.4
1.037,5280,4.15,269,62.4
1.038,5280,4.15,269,62.5
1.039,5290,4.16,269,62.5
1.04,5300,4.16,270,62.6
1.041,5300,4.16,270,62.7
1.042,5310,4.17,270,62.7
1.043,5310,4.17,271,62.8
1.044,5320,4.18,271,62.9
1.045,5320,4.18,271,62.9
1.047,5330,4.19,271,63
1.048,5340,4.19,272,63
1.049,5340,4.2,272,63.1
1.05,5350,4.2,272,63.2
1.051,5350,4.2,273,63.2
1.052,5360,4.21,273,63.3
1.053,5360,4.21,273,63.4
1.054,5370,4.22,273,63.4
1.055,5380,4.22,274,63.5
1.056,5380,4.22,274,63.5
1.057,5390,4.23,274,63.6
1.058,5390,4.23,275,63.7
1.059,5400,4.24,275,63.7
1.06,5400,4.24,275,63.8
1.061,5410,4.24,276,63.9
1.062,5420,4.25,276,63.9
1.063,5420,4.25,276,64
1.064,5420,4.26,276,64
1.065,5430,4.26,277,64.1
1.066,5440,4.26,277,64.2
1.067,5440,4.27,277,64.2
1.068,5450,4.27,278,64.3
1.069,5460,4.28,278,64.4
1.07,5460,4.28,278,64.4
1.071,5460,4.28,278,64.5
1.073,5470,4.29,279,64.5
1.074,5480,4.3,279,64.6
1.075,5480,4.3,279,64.7
1.076,5490,4.3,280,64.7
1.077,5500,4.31,280,64.8
1.078,5500,4.31,280,64.9
1.079,5510,4.32,280,64.9
1.08,5510,4.32,281,65
1.081,5520,4.32,281,65
1.082,5520,4.33,281,65.1
1.083,5530,4.33,282,65.2
1.084,5530,4.34,282,65.2
1.085,5540,4.34,282,65.3
1.086,5550,4.34,282,65.4
1.087,5550,4.35,283,65.4
1.088,5560,4.35,283,65.5
1.089,5560,4.36,283,65.5
1.09,5570,4.36,284,65.6
1.091,5570,4.36,284,65.7
1.092,5580,4.37,284,65.7
1.093,5590,4.37,285,65.8
1.094,5590,4.38,285,65.9
1.095,5600,4.38,285,65.9
1.096,5600,4.38,285,66
1.098,5610,4.39,286,66
1.099,5620,4.4,286,66.1
1.1,5620,4.4,286,66.2
1.101,5630,4.4,287,66.2
1.102,5630,4.41,287,66.3
1.103,5640,4.41,287,66.4
1.104,5640,4.42,287,66.4
1.105,5650,4.42,288,66.5
1.106,5660,4.42,288,66.5
1.107,5660,4.43,288,66.6
1.108,5670,4.43,289,66.7
1.109,5670,4.44,289,66.7
1.11,5680,4.44,289,66.8
1.111,5680,4.44,290,66.9
1.112,5690,4.45,290,66.9
1.113,5700,4.45,290,67
1.114,5700,4.46,290,67
1.115,5710,4.46,291,67.1
1.116,5710,4.46,291,67.2
1.117,5720,4.47,291,67.2
1.118,5720,4.47,292,67.3
1.119,5730,4.48,292,67.4
1.12,5740,4.48,292,67.4
1.121,5740,4.48,292,67.5
1.122,5740,4.49,293,67.5
1.124,5750,4.5,293,67.6
1.125,5760,4.5,293,67.7
1.126,5770,4.5,294,67.7
1.127,5770,4.51,294,67.8
1.128,5780,4.51,294,67.9
1.129,5780,4.52,294,67.9
1.13,5790,4.52,295,68
1.131,5790,4.52,295,68
1.132,5800,4.53,295,68.1
1.133,5800,4.53,296,68.2
1.134,5810,4.54,296,68.2
1.135,5820,4.54,296,68.3
1.136,5820,4.54,297,68.4
1.137,5830,4.55,297,68.4
1.138,5840,4.55,297,68.5
1.139,5840,4.56,297,68.5
1.14,5840,4.56,298,68.6
1.141,5850,4.56,298,68.7
1.142,5860,4.57,298,68.7
1.144,5860,4.58,299,68.8
1.144,5870,4.58,299,68.9
1.145,5880,4.58,299,68.9
1.146,5880,4.58,299,69
1.148,5880,4.59,300,69
1.149,5890,4.6,300,69.1
1.15,5900,4.6,300,69.2
1.151,5900,4.6,301,69.2
1.152,5910,4.61,301,69.3
1.153,5910,4.61,301,69.4
1.154,5920,4.62,301,69.4
1.155,5920,4.62,302,69.5
1.156,5930,4.62,302,69.5
1.157,5940,4.63,302,69.6
1.158,5940,4.63,303,69.7
1.159,5950,4.64,303,69.7
1.16,5950,4.64,303,69.8
1.161,5960,4.64,304,69.9
1.162,5970,4.65,304,69.9
1.163,5970,4.65,304,70
1.164,5980,4.66,304,70
1.165,5980,4.66,305,70.1
1.166,5990,4.66,305,70.2
1.167,5990,4.67,305,70.2
1.169,6000,4.68,306,70.3
1.169,6010,4.68,306,70.4
1.17,6010,4.68,306,70.4
1.171,6020,4.68,306,70.5
1.172,6020,4.69,307,70.5
1.174,6030,4.7,307,70.6
1.175,6040,4.7,307,70.7
1.176,6040,4.7,308,70.7
1.177,6050,4.71,308,70.8
1.178,6050,4.71,308,70.9
1.179,6060,4.72,309,70.9
1.18,6060,4.72,309,71
1.181,6070,4.72,309,71
1.182,6080,4.73,310,71.1
1.183,6080,4.73,310,71.2
1.184,6090,4.74,310,71.2
1.185,6090,4.74,310,71.3
1.186,6100,4.74,311,71.4
1.187,6100,4.75,311,71.4
1.188,6110,4.75,311,71.5
1.189,6120,4.76,312,71.5
1.19,6120,4.76,312,71.6
1.191,6130,4.76,312,71.7
1.192,6130,4.77,312,71.7
1.193,6140,4.77,313,71.8
1.194,6150,4.78,313,71.9
1.195,6150,4.78,313,71.9
1.196,6160,4.78,314,72
1.197,6160,4.79,314,72
1.198,6170,4.79,314,72.1
1.2,6170,4.8,314,72.2
1.201,6180,4.8,315,72.2
1.202,6190,4.81,315,72.3
1.203,6190,4.81,315,72.4
1.204,6200,4.82,316,72.4
1.205,6200,4.82,316,72.5
1.206,6210,4.82,316,72.5
1.207,6220,4.83,317,72.6
1.208,6220,4.83,317,72.7
1.209,6230,4.84,317,72.7
1.21,6230,4.84,317,72.8
1.211,6240,4.84,318,72.9
1.212,6240,4.85,318,72.9
1.213,6250,4.85,318,73
1.214,6260,4.86,319,73
1.215,6260,4.86,319,73.1
1.216,6270,4.86,319,73.2
1.217,6270,4.87,319,73.2
1.218,6280,4.87,320,73.3
1.22,6290,4.88,320,73.4
1.22,6290,4.88,320,73.4
1.221,6300,4.88,321,73.5
1.222,6300,4.89,321,73.5
1.223,6310,4.89,321,73.6
1.225,6310,4.9,322,73.7
1.226,6320,4.9,322,73.7
1.227,6330,4.91,322,73.8
1.228,6330,4.91,322,73.9
1.229,6340,4.92,323,73.9
1.23,6340,4.92,323,74
1.231,6350,4.92,323,74
1.232,6360,4.93,324,74.1
1.233,6360,4.93,324,74.2
1.234,6370,4.94,324,74.2
1.235,6370,4.94,325,74.3
1.236,6380,4.94,325,74.4
1.237,6380,4.95,325,74.4
1.238,6390,4.95,326,74.5
1.239,6400,4.96,326,74.5
1.24,6400,4.96,326,74.6
1.241,6410,4.96,326,74.7
1.242,6410,4.97,327,74.7
1.243,6420,4.97,327,74.8
1.245,6430,4.98,327,74.9
1.246,6430,4.98,328,74.9
1.247,6440,4.99,328,75
1.247,6440,4.99,328,75
1.249,6450,5,328,75.1
1.25,6460,5,329,75.2
1.251,6460,5,329,75.2
1.252,6470,5.01,330,75.3
1.253,6480,5.01,330,75.4
1.254,6480,5.02,330,75.4
1.255,6480,5.02,330,75.5
1.256,6490,5.02,331,75.5
1.257,6500,5.03,331,75.6
1.258,6500,5.03,331,75.7
1.259,6510,5.04,331,75.7
1.26,6510,5.04,332,75.8
1.261,6520,5.04,332,75.9
1.262,6520,5.05,332,75.9
1.263,6530,5.05,333,76
1.264,6540,5.06,333,76
1.265,6540,5.06,333,76.1
1.266,6550,5.06,334,76.2
1.267,6560,5.07,334,76.2
1.268,6560,5.07,334,76.3
1.269,6570,5.08,335,76.4
1.27,6580,5.08,335,76.4
1.272,6580,5.09,335,76.5
1.272,6580,5.09,335,76.5
1.274,6590,5.1,336,76.6
1.275,6600,5.1,336,76.7
1.276,6600,5.1,336,76.7
1.277,6610,5.11,337,76.8
1.278,6620,5.11,337,76.9
1.279,6620,5.12,337,76.9
1.28,6620,5.12,337,77
1.281,6630,5.12,338,77
1.282,6640,5.13,338,77.1
1.283,6640,5.13,338,77.2
1.284,6650,5.14,339,77.2
1.285,6660,5.14,339,77.3
1.286,6660,5.14,339,77.4
1.287,6660,5.15,339,77.4
1.288,6670,5.15,340,77.5
1.289,6680,5.16,340,77.5
1.29,6690,5.16,341,77.6
1.291,6690,5.16,341,77.7
1.292,6700,5.17,341,77.7
1.293,6700,5.17,341,77.8
1.294,6710,5.18,342,77.9
1.296,6720,5.18,342,77.9
1.296,6720,5.18,342,78
1.297,6730,5.19,343,78
1.298,6730,5.19,343,78.1
1.3,6740,5.2,343,78.2
1.301,6740,5.2,343,78.2
1.302,6750,5.21,344,78.3
1.303,6760,5.21,344,78.4
1.304,6760,5.22,344,78.4
1.305,6770,5.22,345,78.5
1.306,6770,5.22,345,78.5
1.307,6780,5.23,345,78.6
1.308,6790,5.23,346,78.7
1.309,6790,5.24,346,78.7
1.31,6800,5.24,346,78.8
1.311,6800,5.24,346,78.9
1.312,6810,5.25,347,78.9
1.313,6820,5.25,347,79
1.314,6820,5.26,347,79
1.315,6830,5.26,348,79.1
1.316,6830,5.26,348,79.2
1.317,6840,5.27,348,79.2
1.318,6840,5.27,349,79.3
1.319,6850,5.28,349,79.4
1.321,6860,5.28,349,79.4
1.322,6860,5.29,350,79.5
1.323,6870,5.29,350,79.5
1.323,6870,5.29,350,79.6
1.325,6880,5.3,350,79.7
1.326,6880,5.3,351,79.7
1.327,6890,5.31,351,79.8
1.328,6900,5.31,351,79.9
1.329,6900,5.32,352,79.9
1.33,6910,5.32,352,80
1.331,6920,5.32,352,80
1.332,6920,5.33,353,80.1
1.333,6930,5.33,353,80.2
1.334,6940,5.34,353,80.2
1.335,6940,5.34,354,80.3
1.336,6950,5.34,354,80.4
1.337,6950,5.35,354,80.4
1.338,6960,5.35,354,80.5
1.339,6960,5.36,355,80.5
1.34,6970,5.36,355,80.6
1.341,6980,5.36,355,80.7
1.342,6980,5.37,356,80.7
1.343,6990,5.37,356,80.8
1.345,6990,5.38,356,80.9
1.346,7000,5.38,357,80.9
1.347,7010,5.39,357,81
1.348,7010,5.39,357,81
1.348,7020,5.39,357,81.1
1.35,7020,5.4,358,81.2
1.351,7030,5.4,358,81.2
1.352,7040,5.41,358,81.3
1.353,7040,5.41,359,81.4
1.354,7050,5.42,359,81.4
1.355,7050,5.42,359,81.5
1.356,7060,5.42,359,81.5
1.357,7060,5.43,360,81.6
1.358,7070,5.43,360,81.7
1.359,7080,5.44,360,81.7
1.36,7080,5.44,361,81.8
1.361,7090,5.44,361,81.9
1.362,7090,5.45,361,81.9
1.363,7100,5.45,361,82
1.364,7100,5.46,362,82
1.365,7110,5.46,362,82.1
1.366,7120,5.46,363,82.2
1.367,7120,5.47,363,82.2
1.368,7130,5.47,363,82.3
1.369,7140,5.48,363,82.4
1.37,7140,5.48,364,82.4
1.372,7150,5.49,364,82.5
1.373,7160,5.49,364,82.5
1.373,7160,5.49,365,82.6
1.375,7160,5.5,365,82.7
1.376,7170,5.5,365,82.7
1.377,7180,5.51,366,82.8
1.378,7180,5.51,366,82.9
1.379,7190,5.52,366,82.9
1.38,7200,5.52,366,83
1.381,7200,5.52,367,83
1.382,7210,5.53,367,83.1
1.383,7210,5.53,367,83.2
1.384,7220,5.54,368,83.2
1.385,7230,5.54,368,83.3
1.386,7230,5.54,368,83.4
1.387,7240,5.55,369,83.4
1.388,7240,5.55,369,83.5
1.389,7250,5.56,369,83.5
1.39,7260,5.56,370,83.6
1.391,7260,5.56,370,83.7
1.392,7270,5.57,370,83.7
1.393,7270,5.57,370,83.8
1.394,7280,5.58,371,83.9
1.396,7280,5.58,371,83.9
1.397,7290,5.59,371,84
1.398,7300,5.59,372,84
1.398,7300,5.59,372,84.1
1.4,7310,5.6,372,84.2
1.401,7310,5.6,372,84.2
1.402,7320,5.61,373,84.3
1.403,7310,5.61,372,84.4
1.404,7160,5.62,365,84.4
1.405,6920,5.62,352,84.5
1.406,6680,5.62,340,84.5
1.407,6540,5.63,333,84.6
1.408,6460,5.63,329,84.7
1.409,6420,5.64,327,84.7
1.41,6380,5.64,325,84.8
1.411,6360,5.64,324,84.9
1.412,6340,5.65,323,84.9
1.413,6330,5.65,322,85
1.414,6320,5.66,322,85
1.415,6310,5.66,321,85.1
1.416,6300,5.66,321,85.2
1.417,6300,5.67,321,85.2
1.418,6290,5.67,321,85.3
1.419,6290,5.68,320,85.4
1.42,6280,5.68,320,85.4
1.422,6280,5.69,320,85.5
1.423,6280,5.69,320,85.5
1.424,6280,5.7,320,85.6
1.425,6280,5.7,320,85.7
1.426,6280,5.7,320,85.7
1.427,6280,5.71,320,85.8
1.428,6280,5.71,320,85.9
1.429,6280,5.72,320,85.9
1.43,6280,5.72,320,86
1.431,6280,5.72,320,86
1.432,6280,5.73,320,86.1
1.433,6280,5.73,320,86.2
1.434,6280,5.74,320,86.2
1.435,6280,5.74,320,86.3
1.436,6280,5.74,320,86.4
1.437,6280,5.75,320,86.4
1.438,6280,5.75,320,86.5
1.439,6280,5.76,320,86.5
1.44,6280,5.76,320,86.6
1.441,6280,5.76,320,86.7
1.442,6280,5.77,320,86.7
1.443,6280,5.77,320,86.8
1.444,6280,5.78,320,86.9
1.445,6280,5.78,320,86.9
1.447,6280,5.79,320,87
1.448,6290,5.79,320,87
1.449,6290,5.8,320,87.1
1.45,6290,5.8,320,87.2
1.451,6290,5.8,320,87.2
1.452,6290,5.81,320,87.3
1.453,6290,5.81,320,87.4
1.454,6290,5.82,320,87.4
1.455,6290,5.82,320,87.5
1.456,6290,5.82,320,87.5
1.457,6290,5.83,320,87.6
1.458,6290,5.83,320,87.7
1.459,6290,5.84,320,87.7
1.46,6290,5.84,320,87.8
1.461,6290,5.84,320,87.9
1.462,6290,5.85,320,87.9
1.463,6290,5.85,320,88
1.464,6290,5.86,320,88
1.465,6290,5.86,320,88.1
1.466,6290,5.86,320,88.2
1.467,6290,5.87,321,88.2
1.468,6290,5.87,321,88.3
1.469,6290,5.88,320,88.4
1.47,6290,5.88,320,88.4
1.471,6290,5.88,320,88.5
1.473,6290,5.89,321,88.5
1.474,6300,5.9,321,88.6
1.475,6300,5.9,321,88.7
1.476,6290,5.9,321,88.7
1.477,6290,5.91,321,88.8
1.478,6290,5.91,321,88.9
1.479,6300,5.92,321,88.9
1.48,6300,5.92,321,89
1.481,6300,5.92,321,89
1.482,6300,5.93,321,89.1
1.483,6300,5.93,321,89.2
1.484,6300,5.94,321,89.2
1.485,6300,5.94,321,89.3
1.486,6300,5.94,321,89.4
1.487,6300,5.95,321,89.4
1.488,6300,5.95,321,89.5
1.489,6300,5.96,321,89.5
1.49,6300,5.96,321,89.6
1.491,6300,5.96,321,89.7
1.492,6300,5.97,321,89.7
1.493,6300,5.97,321,89.8
1.494,6300,5.98,321,89.9
1.495,6300,5.98,321,89.9
1.496,6300,5.98,321,90
1.498,6300,5.99,321,90
1.499,6300,6,321,90.1
1.5,6300,6,321,90.2
1.501,6300,6,321,90.2
1.502,6300,6.01,321,90.3
1.503,6300,6.01,321,90.4
1.504,6300,6.02,321,90.4
1.505,6300,6.02,321,90.5
1.506,6300,6.02,321,90.5
1.507,6300,6.03,321,90.6
1.508,6300,6.03,321,90.7
1.509,6300,6.04,321,90.7
1.51,6300,6.04,321,90.8
1.511,6300,6.04,321,90.9
1.512,6300,6.05,321,90.9
1.513,6300,6.05,321,91
1.514,6300,6.06,321,91
1.515,6300,6.06,321,91.1
1.516,6300,6.06,321,91.2
1.517,6300,6.07,321,91.2
1.518,6300,6.07,321,91.3
1.519,6290,6.08,321,91.4
1.52,6290,6.08,320,91.4
1.521,6290,6.08,320,91.5
1.523,6290,6.09,320,91.5
1.524,6290,6.1,320,91.6
1.525,6290,6.1,320,91.7
1.526,6280,6.1,320,91.7
1.527,6280,6.11,320,91.8
1.528,6280,6.11,320,91.9
1.529,6280,6.12,320,91.9
1.53,6280,6.12,320,92
1.531,6280,6.12,320,92
1.532,6280,6.13,320,92.1
1.533,6280,6.13,320,92.2
1.534,6270,6.14,319,92.2
1.535,6270,6.14,319,92.3
1.536,6280,6.14,320,92.4
1.537,6280,6.15,320,92.4
1.538,6280,6.15,320,92.5
1.539,6270,6.16,319,92.5
1.54,6270,6.16,319,92.6
1.541,6270,6.16,319,92.7
1.542,6270,6.17,319,92.7
1.543,6270,6.17,319,92.8
1.544,6270,6.18,319,92.9
1.545,6270,6.18,319,92.9
1.546,6270,6.18,319,93
1.548,6270,6.19,319,93
1.549,6270,6.2,319,93.1
1.55,6280,6.2,320,93.2
1.551,6280,6.2,320,93.2
1.552,6280,6.21,320,93.3
1.553,6280,6.21,320,93.4
1.554,6280,6.22,320,93.4
1.555,6280,6.22,320,93.5
1.556,6280,6.22,320,93.5
1.557,6280,6.23,320,93.6
1.558,6280,6.23,320,93.7
1.559,6280,6.24,320,93.7
1.56,6280,6.24,320,93.8
1.561,6270,6.24,319,93.9
1.562,6270,6.25,319,93.9
1.563,6270,6.25,319,94
1.564,6270,6.26,319,94
1.565,6270,6.26,319,94.1
1.566,6260,6.26,319,94.2
1.567,6260,6.27,319,94.2
1.569,6250,6.28,318,94.3
1.569,6250,6.28,318,94.4
1.57,6240,6.28,318,94.4
1.571,6240,6.28,318,94.5
1.572,6230,6.29,317,94.5
1.574,6230,6.3,317,94.6
1.575,6230,6.3,317,94.7
1.576,6230,6.3,317,94.7
1.577,6230,6.31,317,94.8
1.578,6230,6.31,317,94.9
1.579,6220,6.32,317,94.9
1.58,6220,6.32,317,95
1.581,6220,6.32,317,95
1.582,6210,6.33,316,95.1
1.583,6200,6.33,316,95.2
1.584,6200,6.34,316,95.2
1.585,6190,6.34,315,95.3
1.586,6190,6.34,315,95.4
1.587,6190,6.35,315,95.4
1.588,6190,6.35,315,95.5
1.589,6180,6.36,315,95.5
1.59,6180,6.36,315,95.6
1.591,6180,6.36,315,95.7
1.592,6180,6.37,315,95.7
1.593,6180,6.37,315,95.8
1.594,6180,6.38,315,95.9
1.595,6180,6.38,315,95.9
1.596,6180,6.38,315,96
1.597,6180,6.39,314,96
1.599,6180,6.4,315,96.1
1.6,6180,6.4,315,96.2
1.601,6180,6.4,315,96.2
1.602,6180,6.41,315,96.3
1.603,6180,6.41,315,96.4
1.604,6180,6.42,315,96.4
1.605,6180,6.42,315,96.5
1.606,6180,6.42,315,96.5
1.607,6190,6.43,315,96.6
1.608,6190,6.43,315,96.7
1.609,6190,6.44,315,96.7
1.61,6190,6.44,315,96.8
1.611,6200,6.44,316,96.9
1.612,6200,6.45,316,96.9
1.613,6210,6.45,316,97
1.614,6210,6.46,316,97
1.615,6210,6.46,316,97.1
1.616,6220,6.46,317,97.2
1.617,6220,6.47,317,97.2
1.618,6220,6.47,317,97.3
1.62,6230,6.48,317,97.4
1.62,6240,6.48,318,97.4
1.621,6240,6.48,318,97.5
1.622,6240,6.49,318,97.5
1.623,6250,6.49,318,97.6
1.625,6250,6.5,318,97.7
1.626,6260,6.5,319,97.7
1.627,6260,6.51,319,97.8
1.628,6260,6.51,319,97.9
1.629,6270,6.52,319,97.9
1.63,6270,6.52,319,98
1.631,6280,6.52,320,98
1.632,6280,6.53,320,98.1
1.633,6280,6.53,320,98.2
1.634,6290,6.54,320,98.2
1.635,6290,6.54,320,98.3
1.636,6290,6.54,321,98.4
1.637,6300,6.55,321,98.4
1.638,6300,6.55,321,98.5
1.639,6310,6.56,321,98.5
1.64,6310,6.56,322,98.6
1.641,6320,6.56,322,98.7
1.642,6320,6.57,322,98.7
1.644,6320,6.58,322,98.8
1.645,6330,6.58,322,98.9
1.645,6330,6.58,323,98.9
1.647,6340,6.59,323,99
1.647,6340,6.59,323,99
1.649,6340,6.6,323,99.1
1.65,6340,6.6,323,99.2
1.651,6350,6.6,323,99.2
1.652,6360,6.61,324,99.3
1.653,6360,6.61,324,99.4
